ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	sum	proportion
Environmental	Aquatic	Freshwater	Lotic	Unclassified	aquatic biome	lake	lake water	ENVO_00002030	ENVO_00000020	ENVO_04000007	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	aquatic biome_lake_lake water	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	aquifer	sediment	ENVO_00000873	ENVO_00012408	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_aquifer_sediment	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	delta	fresh water	ENVO_00000873	ENVO_00000101	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_delta_fresh water	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	hydrothermal vent	fresh water	ENVO_00000873	ENVO_00000215	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_hydrothermal vent_fresh water	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	reservoir	fresh water	ENVO_00000873	ENVO_00000025	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_reservoir_fresh water	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	sinkhole	microbial mat	ENVO_00000873	ENVO_00000195	ENVO_01000008	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_sinkhole_microbial mat	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	tributary	surface water	ENVO_00000873	ENVO_00000495	ENVO_00002042	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_tributary_surface water	52.0	0.019230769230769232
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater lake biome_freshwater lake_lake water	52.0	0.019230769230769232
Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	fluid environmental material	ENVO_00000446	ENVO_01000941	ENVO_02000140	2.0	Environmental_Terrestrial_Deep subsurface_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_fluid environmental material	106.0	0.018867924528301886
Environmental	Aquatic	Freshwater	Ice	Glacial lake	freshwater lake biome	glacial lake	meltwater	ENVO_01000252	ENVO_00000488	ENVO_01000722	6.0	Environmental_Aquatic_Freshwater_Ice_Glacial lake	freshwater lake biome_glacial lake_meltwater	321.0	0.018691588785046728
Environmental	Aquatic	Freshwater	Ice	Glacial lake	freshwater lake biome	glacial lake	microbial mat	ENVO_01000252	ENVO_00000488	ENVO_01000008	6.0	Environmental_Aquatic_Freshwater_Ice_Glacial lake	freshwater lake biome_glacial lake_microbial mat	321.0	0.018691588785046728
Environmental	Aquatic	Marine	Oceanic	Sediment	marine benthic biome	hydrothermal field	marine sediment	ENVO_01000024	ENVO_01001854	ENVO_03000033	4.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine benthic biome_hydrothermal field_marine sediment	214.0	0.018691588785046728
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	area of sea ice	brine	ENVO_00000447	ENVO_01001520	ENVO_00003044	16.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_area of sea ice_brine	877.0	0.018244013683010263
Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	aquatic biome	-	sediment	ENVO_00002030	-	ENVO_00002007	1.0	Environmental_Aquatic_Aquaculture_Unclassified_Unclassified	aquatic biome_-_sediment	55.0	0.01818181818181818
Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	marine biome	fish farm	sediment	ENVO_00000447	ENVO_00000294	ENVO_00002007	1.0	Environmental_Aquatic_Aquaculture_Unclassified_Unclassified	marine biome_fish farm_sediment	55.0	0.01818181818181818
Environmental	Terrestrial	Soil	Unclassified	Unclassified	polar biome	polar	soil	ENVO_01000339	ENVO_01000238	ENVO_00001998	45.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	polar biome_polar_soil	2531.0	0.017779533781114184
Environmental	Aquatic	Freshwater	Lake	Sediment	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	10.0	Environmental_Aquatic_Freshwater_Lake_Sediment	aquatic biome_lake_lake sediment	567.0	0.01763668430335097
Environmental	Terrestrial	Soil	Unclassified	Agricultural	-	-	-	-	-	-	5.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	-_-_-	286.0	0.017482517482517484
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	agricultural field	fertilized soil	ENVO_00000446	ENVO_00000114	ENVO_00005754	5.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_agricultural field_fertilized soil	286.0	0.017482517482517484
Environmental	Aquatic	Marine	Coastal	Sediment	-	-	-	-	-	-	0.0	Environmental_Aquatic_Marine_Coastal_Sediment	-_-_-	172.0	0.01744186046511628
Environmental	Aquatic	Marine	Coastal	Sediment	-	-	-	-	-	-	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	-_-_-	172.0	0.01744186046511628
Environmental	Aquatic	Marine	Coastal	Sediment	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine benthic biome_coastal water body_intertidal sediment	172.0	0.01744186046511628
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	coastal water body	marine sediment	ENVO_00000447	ENVO_02000049	ENVO_03000033	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_coastal water body_marine sediment	172.0	0.01744186046511628
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	intertidal zone	marine sediment	ENVO_00000447	ENVO_00000316	ENVO_03000033	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_intertidal zone_marine sediment	172.0	0.01744186046511628
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	oceanic subsurface zone	marine sediment	ENVO_00000447	ENVO_01001045	ENVO_03000033	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_oceanic subsurface zone_marine sediment	172.0	0.01744186046511628
Environmental	Terrestrial	Soil	Sand	Desert	desert biome	plateau	soil	ENVO_01000179	ENVO_00000182	ENVO_00001998	3.0	Environmental_Terrestrial_Soil_Sand_Desert	desert biome_plateau_soil	174.0	0.017241379310344827
Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine neritic zone	planktonic material	ENVO_00000447	ENVO_00000206	ENVO_01000063	1.0	Environmental_Aquatic_Marine_Neritic zone_Unclassified	marine biome_marine neritic zone_planktonic material	58.0	0.017241379310344827
Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine pelagic zone	sea water	ENVO_00000447	ENVO_00000208	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Neritic zone_Unclassified	marine biome_marine pelagic zone_sea water	58.0	0.017241379310344827
Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	intertidal zone	estuarine water	ENVO_01000020	ENVO_00000316	ENVO_01000301	6.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	estuarine biome_intertidal zone_estuarine water	349.0	0.017191977077363897
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	estuary	marine sediment	ENVO_00000447	ENVO_00000045	ENVO_03000033	6.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_estuary_marine sediment	349.0	0.017191977077363897
Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	5.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	aquatic biome_pond_sediment	291.0	0.01718213058419244
Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	marine hydrothermal vent biome	marine hydrothermal vent	-	ENVO_01000030	ENVO_01000122	-	4.0	Environmental_Aquatic_Marine_Hydrothermal vents_Diffuse flow	marine hydrothermal vent biome_marine hydrothermal vent_-	233.0	0.017167381974248927
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	7.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_saline evaporation pond_saline water	409.0	0.017114914425427872
Environmental	Aquatic	Marine	Coastal	Unclassified	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	15.0	Environmental_Aquatic_Marine_Coastal_Unclassified	estuarine biome_estuary_estuarine water	877.0	0.01710376282782212
Environmental	Air	Indoor Air	Dust	Unclassified	-	laboratory facility	dust	-	ENVO_01001406	ENVO_00002008	2.0	Environmental_Air_Indoor Air_Dust_Unclassified	-_laboratory facility_dust	122.0	0.01639344262295082
Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	park	soil	ENVO_00000446	ENVO_00000562	ENVO_00001998	2.0	Environmental_Terrestrial_Soil_Sand_Unclassified	terrestrial biome_park_soil	124.0	0.016129032258064516
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	humic lake	lake water	ENVO_01000252	ENVO_01001021	ENVO_04000007	24.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_humic lake_lake water	1493.0	0.016075016744809108
Environmental	Aquatic	Marine	Inlet	Unclassified	-	-	-	-	-	-	18.0	Environmental_Aquatic_Marine_Inlet_Unclassified	-_-_-	1122.0	0.016042780748663103
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	acid mine drainage	sediment	ENVO_00002030	ENVO_00001997	ENVO_00002007	2.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_acid mine drainage_sediment	125.0	0.016
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine photic zone	sea water	ENVO_00000447	ENVO_00000209	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	marine biome_marine photic zone_sea water	63.0	0.015873015873015872
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	marine biome_marine water body_sea water	63.0	0.015873015873015872
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	ocean biome	marine aphotic zone	sea water	ENVO_01000048	ENVO_00000210	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	ocean biome_marine aphotic zone_sea water	63.0	0.015873015873015872
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	coal mine	underground water	ENVO_00002030	ENVO_00002169	ENVO_00005792	3.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_coal mine_underground water	192.0	0.015625
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	mine	groundwater	ENVO_00002030	ENVO_00000076	ENVO_01001004	3.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_mine_groundwater	192.0	0.015625
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	aquifer	anoxic water	ENVO_00000873	ENVO_00012408	ENVO_01000173	3.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_aquifer_anoxic water	192.0	0.015625
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	bay	marine sediment	ENVO_00000447	ENVO_00000032	ENVO_03000033	1.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_bay_marine sediment	64.0	0.015625
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	intertidal zone	sediment	ENVO_00000447	ENVO_00000316	ENVO_00002007	1.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_intertidal zone_sediment	64.0	0.015625
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine salt marsh biome	saline marsh	salt glacier	ENVO_01000022	ENVO_00000054	ENVO_01000450	1.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine salt marsh biome_saline marsh_salt glacier	64.0	0.015625
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	acid mine drainage	rock	ENVO_00000446	ENVO_00001997	ENVO_00001995	1.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_acid mine drainage_rock	64.0	0.015625
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	geyser	microbial mat	ENVO_00000446	ENVO_00000050	ENVO_01000008	1.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_geyser_microbial mat	64.0	0.015625
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	waterfall	rock	ENVO_00000446	ENVO_00000040	ENVO_00001995	1.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_waterfall_rock	64.0	0.015625
Environmental	Aquatic	Marine	Intertidal zone	Coral reef	marine coral reef biome	coral reef	Cnidaria	ENVO_01000049	ENVO_00000150	NCBITaxon_6073	3.0	Environmental_Aquatic_Marine_Intertidal zone_Coral reef	marine coral reef biome_coral reef_Cnidaria	193.0	0.015544041450777202
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	land	mud	ENVO_00000446	ENVO_01001785	ENVO_01000001	4.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_land_mud	258.0	0.015503875968992248
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	saline marsh	soil	ENVO_00000446	ENVO_00000054	ENVO_00001998	4.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_saline marsh_soil	258.0	0.015503875968992248
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	coniferous forest biome	land	forest soil	ENVO_01000196	ENVO_01001785	ENVO_00002261	24.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	coniferous forest biome_land_forest soil	1549.0	0.015493867010974823
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	solid layer	heat stressed soil	ENVO_01000174	ENVO_01001275	ENVO_00005781	24.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_solid layer_heat stressed soil	1549.0	0.015493867010974823
Environmental	Terrestrial	Soil	Unclassified	Unclassified	anthropogenic terrestrial biome	anthropogenic geographic feature	soil	ENVO_01000219	ENVO_00000002	ENVO_00001998	39.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	anthropogenic terrestrial biome_anthropogenic geographic feature_soil	2531.0	0.015408929276965626
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	lagoon	fresh water	ENVO_00002030	ENVO_00000038	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	aquatic biome_lagoon_fresh water	65.0	0.015384615384615385
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	peatland	-	ENVO_00002030	ENVO_00000044	-	1.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	aquatic biome_peatland_-	65.0	0.015384615384615385
Environmental	Terrestrial	Soil	Unclassified	Grasslands	grassland biome	land	surface soil	ENVO_01000177	ENVO_01001785	ENVO_02000059	8.0	Environmental_Terrestrial_Soil_Unclassified_Grasslands	grassland biome_land_surface soil	532.0	0.015037593984962405
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	plain	soil	ENVO_00000446	ENVO_00000086	ENVO_00001998	38.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_plain_soil	2531.0	0.0150138285262742
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	rhizosphere	soil	ENVO_00000446	ENVO_00005801	ENVO_00001998	38.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_rhizosphere_soil	2531.0	0.0150138285262742
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	geyser	groundwater	ENVO_00002030	ENVO_00000050	ENVO_01001004	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_geyser_groundwater	201.0	0.014925373134328358
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	hydraulic fracturing	fresh water	ENVO_00002030	ENVO_01001868	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_hydraulic fracturing_fresh water	201.0	0.014925373134328358
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	mountain	fresh water	ENVO_00002030	ENVO_00000081	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_mountain_fresh water	201.0	0.014925373134328358
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	drainage basin	fresh water	ENVO_00000873	ENVO_00000291	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_drainage basin_fresh water	201.0	0.014925373134328358
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	research facility	fresh water	ENVO_00000873	ENVO_00000469	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_research facility_fresh water	201.0	0.014925373134328358
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	reservoir	fresh water	ENVO_00000873	ENVO_00000025	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_reservoir_fresh water	201.0	0.014925373134328358
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hypersaline lake	microbial mat	ENVO_00002030	ENVO_01001020	ENVO_01000008	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_hypersaline lake_microbial mat	134.0	0.014925373134328358
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	meromictic lake	hypersaline water	ENVO_00002030	ENVO_00000199	ENVO_00002012	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_meromictic lake_hypersaline water	134.0	0.014925373134328358
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_saline evaporation pond_saline water	134.0	0.014925373134328358
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	sea water	ENVO_00000447	ENVO_02000049	ENVO_00002149	13.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_sea water	877.0	0.014823261117445839
