subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
GOLDTERMS:3965	Environmental > Aquatic > Aquaculture	skos:exactMatch	ENVO:03600074	aquaculture farm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	aquaculture
GOLDTERMS:3976	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Thalassic	owl:differentFrom	ENVO:01001667	thalassic	semapv:LexicalMatching	oaklib	0.0	oio:hasExactSynonym	rdfs:label	thalassic
GOLDTERMS:4000	Environmental > Aquatic > Marine > Fossil > Whale fall	skos:exactMatch	ENVO:01000140	whale fall	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	whale fall
GOLDTERMS:4004	Environmental > Aquatic > Marine > Oceanic > Photic zone	skos:exactMatch	ENVO:00000209	marine photic zone	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	whale fall
GOLDTERMS:4010	Environmental > Aquatic > Marine > Oceanic > Aphotic zone	skos:exactMatch	ENVO:00000210	marine aphotic zone	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	whale fall
GOLDTERMS:4012	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh	skos:exactMatch	ENVO:00000054	saline marsh	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	salt marsh
GOLDTERMS:4013	Environmental > Aquatic > Marine > Intertidal zone	skos:exactMatch	ENVO:00000316	intertidal zone	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	intertidal zone
GOLDTERMS:4014	Environmental > Aquatic > Marine > Intertidal zone > Coral reef	skos:exactMatch	ENVO:00000150	coral reef	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	coral reef
GOLDTERMS:4015	Environmental > Aquatic > Marine > Intertidal zone > Estuary	skos:exactMatch	ENVO:00000045	estuary	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	estuary
GOLDTERMS:4017	Environmental > Aquatic > Marine > Intertidal zone > Beach	skos:exactMatch	ENVO:00000091	beach	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	beach
GOLDTERMS:4018	Environmental > Aquatic > Marine > Intertidal zone > Mangrove swamp	skos:exactMatch	ENVO:00000057	mangrove swamp	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	mangrove swamp
GOLDTERMS:4032	Environmental > Aquatic > Marine > Marginal Sea	skos:narrowMatch	ENVO:00000016	sea	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasNarrowSynonym	marginal sea
GOLDTERMS:4060	Environmental > Aquatic > Freshwater > Ice > Glacial lake	skos:closeMatch	ENVO:00000488	glacial lake	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	glacial lake
GOLDTERMS:4061	Environmental > Aquatic > Freshwater > Ice	skos:closeMatch	ENVO:01000277	water ice	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	ice
GOLDTERMS:4164	Environmental > Aquatic > Freshwater > Groundwater > Acid Mine Drainage	skos:exactMatch	ENVO:00001997	acid mine drainage	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	acid mine drainage
GOLDTERMS:4165	Environmental > Aquatic > Freshwater > Groundwater	skos:exactMatch	ENVO:01001004	groundwater	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	groundwater
GOLDTERMS:4178	Environmental > Aquatic > Freshwater > Lentic > Littoral zone	skos:exactMatch	ENVO:01000407	littoral zone	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	littoral zone
GOLDTERMS:4182	Environmental > Aquatic > Freshwater > Wetlands > Swamp	skos:exactMatch	ENVO:00000233	swamp ecosystem	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	swamp
GOLDTERMS:4184	Environmental > Aquatic > Freshwater > Wetlands > Marsh	skos:exactMatch	ENVO:00000035	marsh	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	marsh
GOLDTERMS:4189	Environmental > Aquatic > Freshwater > Storm water	skos:exactMatch	ENVO:01001267	stormwater	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	storm water
GOLDTERMS:4194	Environmental > Terrestrial > Oil reservoir	skos:exactMatch	ENVO:00002185	oil reservoir	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	oil reservoir
GOLDTERMS:4203	Environmental > Terrestrial > Soil > Sand	skos:exactMatch	ENVO:01000017	sand	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	sand
GOLDTERMS:4205	Environmental > Terrestrial > Soil > Unclassified > Forest Soil	skos:exactMatch	ENVO:00002261	forest soil	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	forest soil
GOLDTERMS:4214	Environmental > Terrestrial > Soil > Unclassified > Shrubland	skos:exactMatch	ENVO:00000300	scrubland area	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	shrubland
GOLDTERMS:4217	Environmental > Terrestrial > Soil > Unclassified > Boreal forest	skos:exactMatch	ENVO:01000250	subpolar coniferous forest biome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasNarrowSynonym	boreal forest
GOLDTERMS:4227	Environmental > Terrestrial > Soil > Silt	skos:exactMatch	ENVO:01000016	silt	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	silt
GOLDTERMS:4241	Environmental > Terrestrial > Soil > Loam	skos:exactMatch	ENVO:00002258	loam	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	loam
GOLDTERMS:4244	Environmental > Terrestrial > Soil > Loam > Agricultural soil	skos:exactMatch	ENVO:00002259	agricultural soil	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	agricultural soil
GOLDTERMS:4254	Engineered > Wastewater > Activated Sludge	skos:exactMatch	ENVO:00002046	activated sludge	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	activated sludge
GOLDTERMS:4267	Engineered > Wastewater > Industrial wastewater	skos:exactMatch	ENVO:01000964	industrial wastewater	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	industrial wastewater
GOLDTERMS:4277	Engineered > Solid waste > Landfill	skos:exactMatch	ENVO:00000533	landfill	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	landfill
GOLDTERMS:4278	Engineered > Solid waste > Animal waste	skos:broadMatch	ENVO:00002276	animal waste material	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	animal waste
GOLDTERMS:4334	Host-associated > Annelida > Intracellular endosymbionts > Trophosome	skos:exactMatch	ENVO:01000165	trophosome	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	trophosome
GOLDTERMS:4380	Environmental > Aquatic > Freshwater > Pond	skos:exactMatch	ENVO:00000033	pond	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	pond
GOLDTERMS:4396	Engineered > Built environment > City > Subway	skos:exactMatch	ENVO:03501109	subway train	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	subway
GOLDTERMS:4398	Engineered > Built environment > City > Park	skos:exactMatch	ENVO:00000562	park	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	park
GOLDTERMS:4401	Engineered > Built environment > Canal	skos:exactMatch	ENVO:00000014	canal	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	canal
GOLDTERMS:4403	Engineered > Built environment > City	skos:exactMatch	ENVO:00000856	city	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	city
GOLDTERMS:4405	Engineered > Built environment > House	skos:exactMatch	ENVO:01000417	house	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	house
GOLDTERMS:4416	Host-associated > Human > Circulatory system > Blood > Plasma	owl:differentFrom	ENVO:01000798	plasma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	plasma
GOLDTERMS:4469	Engineered > Built environment > Tailings pond	skos:exactMatch	ENVO:03600021	tailings pond	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tailings pond
GOLDTERMS:4491	Environmental > Terrestrial > Cave	skos:exactMatch	ENVO:00000067	cave	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cave
GOLDTERMS:4494	Engineered > Built environment > Hospital	skos:exactMatch	ENVO:00002173	hospital	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	hospital
GOLDTERMS:4516	Environmental > Aquatic > Marine > Strait	skos:exactMatch	ENVO:00000394	strait	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	strait
GOLDTERMS:4541	Environmental > Terrestrial > Plant litter	skos:exactMatch	ENVO:01000628	plant litter	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	plant litter
GOLDTERMS:4574	Environmental > Aquatic > Marine > Inlet	skos:exactMatch	ENVO:00000475	inlet	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	inlet
GOLDTERMS:4605	Environmental > Terrestrial > Deep subsurface > Oil well	skos:exactMatch	ENVO:01000003	oil well	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	oil well
GOLDTERMS:4607	Environmental > Terrestrial > Deep subsurface > Water well	skos:exactMatch	ENVO:01000002	water well	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	water well
GOLDTERMS:4636	Environmental > Aquatic > Marine > Oceanic > Oceanic crust	skos:exactMatch	ENVO:01000749	oceanic crust	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	oceanic crust
GOLDTERMS:4653	Environmental > Aquatic > Freshwater > Sinkhole	skos:exactMatch	ENVO:00000195	sinkhole	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	sinkhole
GOLDTERMS:4662	Engineered > Wastewater > Sewage	skos:exactMatch	ENVO:00002018	sewage	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	sewage
GOLDTERMS:4737	Environmental > Aquatic > Freshwater > Subglacial lake	skos:exactMatch	ENVO:03000120	subglacial lake	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	subglacial lake
GOLDTERMS:4794	Host-associated > Fish > Whole body > Carcass	skos:exactMatch	ENVO:00002033	carcass	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	carcass
GOLDTERMS:4817	Engineered > Built environment > Oil refinery	skos:exactMatch	ENVO:03600078	oil refinery	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	oil refinery
GOLDTERMS:5210	Environmental > Aquatic > Freshwater > Water tank	skos:exactMatch	ENVO:03501254	water tank	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	water tank
GOLDTERMS:5237	Environmental > Aquatic > Freshwater > Reservoir	skos:exactMatch	ENVO:00000025	reservoir	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	reservoir
GOLDTERMS:5342	Environmental > Aquatic > Marine > Marine lake	skos:exactMatch	ENVO:03600041	marine lake	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	marine lake
GOLDTERMS:5345	Environmental > Aquatic > Freshwater > River > Periphyton	skos:exactMatch	ENVO:03605000	periphytic biofilm	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	periphyton
GOLDTERMS:5349	Environmental > Aquatic > Freshwater > Lake > Algal bloom	skos:exactMatch	ENVO:2000004	algal bloom	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	algal bloom
GOLDTERMS:5355	Environmental > Aquatic > Marine > Fjord	skos:exactMatch	ENVO:00000039	fjord	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	fjord
GOLDTERMS:5356	Environmental > Aquatic > Freshwater > Lake > Cyanobacterial bloom	skos:exactMatch	ENVO:03600071	cyanobacterial bloom	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cyanobacterial bloom
GOLDTERMS:5360	Environmental > Aquatic > Freshwater > Tap water	skos:exactMatch	ENVO:00003096	tap water	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tap water
GOLDTERMS:5363	Environmental > Aquatic > Aquaculture > Shrimp pond	skos:exactMatch	ENVO:01000905	shrimp pond	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	shrimp pond
GOLDTERMS:5384	Environmental > Aquatic > Marine > Sea ice	skos:exactMatch	ENVO:00002200	sea ice	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	sea ice
GOLDTERMS:5389	Environmental > Aquatic > Marine > Ocean trench	skos:exactMatch	ENVO:00000275	ocean trench	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	ocean trench
GOLDTERMS:5414	Environmental > Terrestrial > Soil > Unclassified > Orchard soil	skos:exactMatch	ENVO:00005772	orchard soil	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	orchard soil
GOLDTERMS:5426	Environmental > Terrestrial > Oil reservoir > Oil	skos:narrowMatch	ENVO:00002985	oil	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	oil
GOLDTERMS:5438	Environmental > Terrestrial > Soil > Unclassified > Farm	skos:exactMatch	ENVO:00000078	farm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	farm
GOLDTERMS:5439	Environmental > Terrestrial > Soil > Unclassified > Alpine	skos:exactMatch	ENVO:00005741	alpine soil	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	alpine
GOLDTERMS:5452	Engineered > Built environment > Fermentation pit > Mud	skos:narrowMatch	ENVO:01000001	mud	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	mud
GOLDTERMS:5496	Engineered > Food production > Fermentation starter	skos:exactMatch	ENVO:03600040	fermentation starter	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	fermentation starter
GOLDTERMS:5514	Engineered > Wastewater > Industrial wastewater > Dairy farm	skos:exactMatch	ENVO:03501120	dairy farm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	dairy farm
GOLDTERMS:5516	Engineered > Wastewater > Industrial wastewater > Feedlot	skos:exactMatch	ENVO:01000627	feedlot	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	feedlot
GOLDTERMS:5544	Environmental > Aquatic > Freshwater > Ice > Snow	skos:exactMatch	ENVO:01000406	snow	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	snow
GOLDTERMS:5555	Engineered > Wastewater > Industrial wastewater > Mine water > Acid mine drainage	skos:exactMatch	ENVO:00001997	acid mine drainage	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	acid mine drainage
GOLDTERMS:5562	Engineered > Built environment > Canal > Water	skos:broadMatch	ENVO:00002006	liquid water	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasBroadSynonym	water
GOLDTERMS:5564	Engineered > Industrial production > Engineered product > Aviation fuel	skos:exactMatch	ENVO:00003903	aviation fuel	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	aviation fuel
GOLDTERMS:5566	Engineered > Bioreactor > Anaerobic > Biogas	skos:exactMatch	ENVO:01000556	biogas	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	biogas
GOLDTERMS:5572	Engineered > Built environment > Building	skos:exactMatch	ENVO:00000073	building	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	building
GOLDTERMS:5606	Engineered > Modeled > Simulated communities (microbial mixture) > Sea water	skos:closeMatch	ENVO:00002149	sea water	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	sea water
GOLDTERMS:5615	Environmental > Terrestrial > Soil > Watershed	skos:exactMatch	ENVO:00000292	watershed	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	watershed
GOLDTERMS:5628	Environmental > Aquatic > Marine > Sea ice > Melt pond	skos:exactMatch	ENVO:03000040	melt pond	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	melt pond
GOLDTERMS:5660	Engineered > Wastewater > Industrial wastewater > Petrochemical > Oil sludge	skos:exactMatch	ENVO:00002060	oil sludge	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	oil sludge
GOLDTERMS:5662	Engineered > Bioreactor > Sulphur Autotrophic Denitrification > Interstitial water	skos:closeMatch	ENVO:03600009	interstitial water	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	interstitial water
GOLDTERMS:5706	Engineered > Lab enrichment > Defined media > Anaerobic media > Intertidal sediment	skos:closeMatch	ENVO:00002179	intertidal sediment	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	intertidal sediment
GOLDTERMS:5710	Engineered > Built environment > Nuclear test reactor > Cooling water	skos:closeMatch	ENVO:03600002	cooling water	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	cooling water
GOLDTERMS:5712	Environmental > Aquatic > Marine > Benthic > Wood fall	skos:exactMatch	ENVO:01000142	wood fall	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	wood fall
GOLDTERMS:5722	Environmental > Aquatic > Marine > Shipwreck	skos:exactMatch	ENVO:03600061	shipwreck	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	shipwreck
GOLDTERMS:5737	Environmental > Aquatic > Marine > Aquifer > Formation fluid	skos:exactMatch	ENVO:03600007	formation fluid	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	formation fluid
GOLDTERMS:5758	Engineered > Solid waste > Bagasse	skos:exactMatch	ENVO:00002872	bagasse	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	bagasse
GOLDTERMS:5774	Environmental > Terrestrial > Soil > Garden	skos:exactMatch	ENVO:00000011	garden	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	garden
GOLDTERMS:5777	Environmental > Terrestrial > Soil > Greenhouse	skos:exactMatch	ENVO:03600087	greenhouse	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	greenhouse
GOLDTERMS:5779	Environmental > Terrestrial > Soil > Potting soil	skos:exactMatch	ENVO:03000133	agricultural potting mixture	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	potting soil
GOLDTERMS:5784	Host-associated > Plants > Roots > Rhizoplane	skos:exactMatch	ENVO:01001181	rhizoplane	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	rhizoplane
GOLDTERMS:5807	Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds > Saline water	skos:closeMatch	ENVO:00002010	saline water	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	saline water
GOLDTERMS:5816	Environmental > Terrestrial > Soil > Peat > Palsa	skos:exactMatch	ENVO:00000489	palsa	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	palsa
GOLDTERMS:5817	Environmental > Terrestrial > Soil > Peat > Forest	skos:closeMatch	ENVO:00000111	forested area	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	forest
GOLDTERMS:5820	Environmental > Terrestrial > Soil > Vadose zone	skos:exactMatch	ENVO:00000328	vadose zone	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	vadose zone
GOLDTERMS:5821	Environmental > Terrestrial > Soil > Vadose zone > Saprolite	skos:exactMatch	ENVO:03600016	saprolite	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	saprolite
GOLDTERMS:5823	Environmental > Terrestrial > Soil > Bulk soil > Plant pot	skos:closeMatch	ENVO:03600045	plant pot	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	plant pot
GOLDTERMS:5841	Engineered > Built environment > Mine > Oil sands	skos:exactMatch	ENVO:03600013	bituminous sand	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	oil sands
GOLDTERMS:Engineered-Bioreactor-Membrane-bioreactor	Engineered > Bioreactor > Membrane bioreactor	skos:exactMatch	ENVO:03600010	membrane bioreactor	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	membrane bioreactor
