ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	count_prop	sum_gp	proportion_gp	sum_mixs	proportion_mixs	interest
Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	canal	sediment	ENVO_00002030	ENVO_00000014	ENVO_00002007	20.0	Environmental_Aquatic_Marine_Wetlands_Sediment	aquatic biome_canal_sediment	0.007262164124909223	188.0	0.10638297872340426	20.0	1.0	0.0007725706515860876
Environmental	Aquatic	Marine	Volcanic	Unclassified	marine hydrothermal vent biome	volcano	hydrothermal fluid	ENVO_01000030	ENVO_00000247	ENVO_01000134	8.0	Environmental_Aquatic_Marine_Volcanic_Unclassified	marine hydrothermal vent biome_volcano_hydrothermal fluid	0.002904865649963689	27.0	0.2962962962962963	9.0	0.8888888888888888	0.0007650674962867329
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	wetland area	leachate	ENVO_00000446	ENVO_00000043	ENVO_00002141	14.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_wetland area_leachate	0.005083514887436456	96.0	0.14583333333333334	14.0	1.0	0.0007413459210844832
Environmental	Terrestrial	Asphalt lakes	Unclassified	Unclassified	aquatic biome	asphalt lake	contaminated water	ENVO_00002030	ENVO_00000165	ENVO_00002186	2.0	Environmental_Terrestrial_Asphalt lakes_Unclassified_Unclassified	aquatic biome_asphalt lake_contaminated water	0.0007262164124909223	2.0	1.0	2.0	1.0	0.0007262164124909223
Environmental	Aquatic	Freshwater	Lentic	Littoral zone	freshwater lake biome	freshwater littoral zone	lake water	ENVO_01000252	ENVO_01000409	ENVO_04000007	2.0	Environmental_Aquatic_Freshwater_Lentic_Littoral zone	freshwater lake biome_freshwater littoral zone_lake water	0.0007262164124909223	2.0	1.0	2.0	1.0	0.0007262164124909223
Environmental	Aquatic	Freshwater	Groundwater	Mine	freshwater biome	mine drainage	groundwater	ENVO_00000873	ENVO_00001996	ENVO_01001004	2.0	Environmental_Aquatic_Freshwater_Groundwater_Mine	freshwater biome_mine drainage_groundwater	0.0007262164124909223	2.0	1.0	2.0	1.0	0.0007262164124909223
Environmental	Terrestrial	Oil reservoir	Sediment	Unclassified	terrestrial biome	oil reservoir	sediment	ENVO_00000446	ENVO_00002185	ENVO_00002007	2.0	Environmental_Terrestrial_Oil reservoir_Sediment_Unclassified	terrestrial biome_oil reservoir_sediment	0.0007262164124909223	2.0	1.0	2.0	1.0	0.0007262164124909223
Environmental	Terrestrial	Soil	Sand	Oil-contaminated	terrestrial biome	outcrop	sand	ENVO_00000446	ENVO_01000302	ENVO_01000017	2.0	Environmental_Terrestrial_Soil_Sand_Oil-contaminated	terrestrial biome_outcrop_sand	0.0007262164124909223	2.0	1.0	2.0	1.0	0.0007262164124909223
Environmental	Terrestrial	Desert	Unclassified	Unclassified	desert biome	desert		ENVO_01000179	ENVO_01001357		2.0	Environmental_Terrestrial_Desert_Unclassified_Unclassified	desert biome_desert_	0.0007262164124909223	2.0	1.0	2.0	1.0	0.0007262164124909223
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	palsa	permafrost	ENVO_00000446	ENVO_00000489	ENVO_00000134	25.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_palsa_permafrost	0.00907770515613653	96.0	0.2604166666666667	84.0	0.2976190476190476	0.0007035671778999667
Environmental	Aquatic	Marine	Coastal	Sediment	marine benthic biome	coastal water body	marine sediment	ENVO_01000024	ENVO_02000049	ENVO_03000033	18.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine benthic biome_coastal water body_marine sediment	0.006535947712418301	172.0	0.10465116279069768	18.0	1.0	0.0006839945280437757
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	sea grass bed	marine sediment	ENVO_00000447	ENVO_01000059	ENVO_03000033	20.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_sea grass bed_marine sediment	0.007262164124909223	214.0	0.09345794392523364	20.0	1.0	0.0006787069275616096
Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome		planktonic material	ENVO_00000873		ENVO_01000063	16.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	freshwater biome__planktonic material	0.005809731299927378	137.0	0.11678832116788321	16.0	1.0	0.0006785087649550223
Environmental	Terrestrial	Soil	Unclassified	Desert	desert biome	endolithic environment	biofilm	ENVO_01000179	ENVO_01000303	ENVO_00002034	13.0	Environmental_Terrestrial_Soil_Unclassified_Desert	desert biome_endolithic environment_biofilm	0.004720406681190995	91.0	0.14285714285714285	13.0	1.0	0.0006743438115987136
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome			ENVO_00000873			21.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome__	0.007625272331154684	201.0	0.1044776119402985	25.0	0.84	0.0006692030045849185
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	vadose zone	soil	ENVO_00000446	ENVO_00000328	ENVO_00001998	68.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_vadose zone_soil	0.024691358024691357	2531.0	0.026866851047016988	68.0	1.0	0.0006633790381979503
Environmental	Terrestrial	Soil	Unclassified	Mine drainage	terrestrial biome	mine drainage	contaminated soil	ENVO_00000446	ENVO_00001996	ENVO_00002116	3.0	Environmental_Terrestrial_Soil_Unclassified_Mine drainage	terrestrial biome_mine drainage_contaminated soil	0.0010893246187363835	3.0	1.0	5.0	0.6	0.0006535947712418301
Environmental	Aquatic	Freshwater	Lake	Algal bloom	freshwater lake biome	freshwater algal bloom	lake water	ENVO_01000252	ENVO_2000005	ENVO_04000007	6.0	Environmental_Aquatic_Freshwater_Lake_Algal bloom	freshwater lake biome_freshwater algal bloom_lake water	0.002178649237472767	6.0	1.0	20.0	0.3	0.0006535947712418301
Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater biome		rock	ENVO_00000873		ENVO_00001995	5.0	Environmental_Aquatic_Freshwater_Microbialites_Unclassified	freshwater biome__rock	0.0018155410312273058	14.0	0.35714285714285715	5.0	1.0	0.0006484075111526092
Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater lake biome	crater lake	rock	ENVO_01000252	ENVO_01001062	ENVO_00001995	5.0	Environmental_Aquatic_Freshwater_Microbialites_Unclassified	freshwater lake biome_crater lake_rock	0.0018155410312273058	14.0	0.35714285714285715	5.0	1.0	0.0006484075111526092
Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	agricultural field	soil	ENVO_00000446	ENVO_00000114	ENVO_00001998	5.0	Environmental_Terrestrial_Soil_Clay_Contaminated	terrestrial biome_agricultural field_soil	0.0018155410312273058	10.0	0.5	7.0	0.7142857142857143	0.0006484075111526092
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome		saline water	ENVO_00002030		ENVO_00002010	27.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome__saline water	0.00980392156862745	409.0	0.06601466992665037	27.0	1.0	0.0006472026463397094
Environmental	Aquatic	Thermal springs	Warm (34-42C)	Sediment	aquatic biome	sulfur spring	sediment	ENVO_00002030	ENVO_00000126	ENVO_00002007	4.0	Environmental_Aquatic_Thermal springs_Warm (34-42C)_Sediment	aquatic biome_sulfur spring_sediment	0.0014524328249818446	4.0	1.0	9.0	0.4444444444444444	0.0006455256999919309
Environmental	Terrestrial	Deep subsurface	Fracking water	Unclassified	terrestrial biome	borehole	fracking liquid	ENVO_00000446	ENVO_00002226	ENVO_01001869	8.0	Environmental_Terrestrial_Deep subsurface_Fracking water_Unclassified	terrestrial biome_borehole_fracking liquid	0.002904865649963689	36.0	0.2222222222222222	8.0	1.0	0.0006455256999919309
Environmental	Aquatic	Marine	Oceanic	Abyssal plane	oceanic abyssopelagic zone biome	abyssal plain	sea water	ENVO_01000038	ENVO_00000244	ENVO_00002149	12.0	Environmental_Aquatic_Marine_Oceanic_Abyssal plane	oceanic abyssopelagic zone biome_abyssal plain_sea water	0.004357298474945534	76.0	0.15789473684210525	13.0	0.9230769230769231	0.0006350718425021831
Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	21.0	Environmental_Terrestrial_Soil_Loam_Unclassified	terrestrial biome_land_soil	0.007625272331154684	32.0	0.65625	167.0	0.12574850299401197	0.0006292561934953622
Environmental	Aquatic	Freshwater	Groundwater	Cave water	freshwater biome	cave	groundwater	ENVO_00000873	ENVO_00000067	ENVO_01001004	5.0	Environmental_Aquatic_Freshwater_Groundwater_Cave water	freshwater biome_cave_groundwater	0.0018155410312273058	13.0	0.38461538461538464	6.0	0.8333333333333334	0.0005819041766754186
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	solid layer	soil	ENVO_00000446	ENVO_01001275	ENVO_00001998	63.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_solid layer_soil	0.02287581699346405	2531.0	0.024891347293559858	63.0	1.0	0.000569409905408232
Environmental	Aquatic	Thermal springs	Warm (34-42C)	Neutral	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		20.0	Environmental_Aquatic_Thermal springs_Warm (34-42C)_Neutral	aquatic biome_hot spring_	0.007262164124909223	20.0	1.0	259.0	0.07722007722007722	0.0005607848745103648
Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	undersea feature	deep marine sediment	ENVO_01000030	ENVO_00000104	ENVO_00002113	11.0	Environmental_Aquatic_Marine_Hydrothermal vents_Sediment	marine hydrothermal vent biome_undersea feature_deep marine sediment	0.0039941902687000725	80.0	0.1375	11.0	1.0	0.00054920116194626
Environmental	Terrestrial	Deep subsurface	Aquifer	Unclassified	terrestrial biome	aquifer	sediment	ENVO_00000446	ENVO_00012408	ENVO_00002007	3.0	Environmental_Terrestrial_Deep subsurface_Aquifer_Unclassified	terrestrial biome_aquifer_sediment	0.0010893246187363835	6.0	0.5	3.0	1.0	0.0005446623093681918
Environmental	Aquatic	Freshwater	Wetlands	Bog	aquatic biome	wetland area	forest soil	ENVO_00002030	ENVO_00000043	ENVO_00002261	12.0	Environmental_Aquatic_Freshwater_Wetlands_Bog	aquatic biome_wetland area_forest soil	0.004357298474945534	97.0	0.12371134020618557	12.0	1.0	0.0005390472340138805
Environmental	Terrestrial	Soil	Loam	Forest soil	forest biome	land	fertilized soil	ENVO_01000174	ENVO_01001785	ENVO_00005754	22.0	Environmental_Terrestrial_Soil_Loam_Forest soil	forest biome_land_fertilized soil	0.007988380537400145	332.0	0.06626506024096386	22.0	1.0	0.0005293505175385639
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	biosphere reserve	meadow soil	ENVO_00000446	ENVO_00000376	ENVO_00005761	60.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_biosphere reserve_meadow soil	0.02178649237472767	2531.0	0.023706045041485577	60.0	1.0	0.0005164715695312762
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater river biome	river		ENVO_01000253	ENVO_00000022		37.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater river biome_river_	0.013435003631082063	291.0	0.12714776632302405	123.0	0.3008130081300813	0.0005138580161191111
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	pond	pond water	ENVO_00002030	ENVO_00000033	ENVO_00002228	24.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_pond_pond water	0.008714596949891068	409.0	0.05867970660146699	24.0	1.0	0.000511369992169647
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	74.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine water body_planktonic material	0.026870007262164125	1902.0	0.03890641430073607	153.0	0.48366013071895425	0.0005056258625856881
Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	10.0	Environmental_Terrestrial_Soil_Unclassified_Contaminated	terrestrial biome_land_contaminated soil	0.0036310820624546117	43.0	0.23255813953488372	17.0	0.5882352941176471	0.0004967280523193724
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	temperate broadleaf forest biome	temperate deciduous broadleaf forest	forest soil	ENVO_01000202	ENVO_01000385	ENVO_00002261	46.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	temperate broadleaf forest biome_temperate deciduous broadleaf forest_forest soil	0.01670297748729121	1549.0	0.029696578437701744	46.0	1.0	0.0004960212810945099
Environmental	Aquatic	Marine	Oceanic	Microbial mats	marine biome	oceanic zone	microbial mat	ENVO_00000447	ENVO_00000207	ENVO_01000008	2.0	Environmental_Aquatic_Marine_Oceanic_Microbial mats	marine biome_oceanic zone_microbial mat	0.0007262164124909223	3.0	0.6666666666666666	2.0	1.0	0.0004841442749939482
Host-associated	Plants	Roots	Rhizosphere	Unclassified	terrestrial biome	rhizosphere	rhizosphere	ENVO_00000446	ENVO_00005801	ENVO_00005801	2.0	Host-associated_Plants_Roots_Rhizosphere_Unclassified	terrestrial biome_rhizosphere_rhizosphere	0.0007262164124909223	2.0	1.0	3.0	0.6666666666666666	0.0004841442749939482
Environmental	Terrestrial	Soil	Unclassified	Mine	terrestrial biome	mine	soil	ENVO_00000446	ENVO_00000076	ENVO_00001998	2.0	Environmental_Terrestrial_Soil_Unclassified_Mine	terrestrial biome_mine_soil	0.0007262164124909223	2.0	1.0	3.0	0.6666666666666666	0.0004841442749939482
Environmental	Aquatic	Marine	Fossil	Whale fall	marine biome	marine benthic feature	fossil	ENVO_00000447	ENVO_01000105	ENVO_00002164	2.0	Environmental_Aquatic_Marine_Fossil_Whale fall	marine biome_marine benthic feature_fossil	0.0007262164124909223	3.0	0.6666666666666666	2.0	1.0	0.0004841442749939482
Environmental	Aquatic	Freshwater	Sinkhole	Microbial mats	freshwater biome	sinkhole	microbial mat	ENVO_00000873	ENVO_00000195	ENVO_01000008	2.0	Environmental_Aquatic_Freshwater_Sinkhole_Microbial mats	freshwater biome_sinkhole_microbial mat	0.0007262164124909223	2.0	1.0	3.0	0.6666666666666666	0.0004841442749939482
Environmental	Terrestrial	Soil	Loam	Forest soil	coniferous forest biome	land	spruce forest soil	ENVO_01000196	ENVO_01001785	ENVO_00005784	21.0	Environmental_Terrestrial_Soil_Loam_Forest soil	coniferous forest biome_land_spruce forest soil	0.007625272331154684	332.0	0.06325301204819277	21.0	1.0	0.0004823214426332782
Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	sediment	ENVO_00000446	ENVO_01000941	ENVO_00002007	15.0	Environmental_Terrestrial_Deep subsurface_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_sediment	0.0054466230936819175	106.0	0.14150943396226415	24.0	0.625	0.00048171784437045257
Environmental	Aquatic	Marine	Intertidal zone	Coral reef	marine coral reef biome	coral reef	biofilm	ENVO_01000049	ENVO_00000150	ENVO_00002034	16.0	Environmental_Aquatic_Marine_Intertidal zone_Coral reef	marine coral reef biome_coral reef_biofilm	0.005809731299927378	193.0	0.08290155440414508	16.0	1.0	0.0004816357554343941
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine benthic biome	bay	marine sediment	ENVO_01000024	ENVO_00000032	ENVO_03000033	9.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine benthic biome_bay_marine sediment	0.0032679738562091504	64.0	0.140625	9.0	1.0	0.00045955882352941176
Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	intertidal zone		ENVO_00000447	ENVO_00000316		7.0	Environmental_Aquatic_Marine_Intertidal zone_Microbialites	marine biome_intertidal zone_	0.002541757443718228	39.0	0.1794871794871795	7.0	1.0	0.0004562128745135281
Environmental	Aquatic	Freshwater	River	Unclassified							109.0	Environmental_Aquatic_Freshwater_River_Unclassified	__	0.03957879448075526	866.0	0.1258660508083141	1201.0	0.09075770191507078	0.00045212097811663226
Environmental	Aquatic	Freshwater	Lotic	Unclassified	marine biome	plume front	planktonic material	ENVO_00000447	ENVO_01000085	ENVO_01000063	13.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	marine biome_plume front_planktonic material	0.004720406681190995	52.0	0.25	35.0	0.37142857142857144	0.0004383234775391638
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	watershed	sediment	ENVO_00002030	ENVO_00000292	ENVO_00002007	12.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_watershed_sediment	0.004357298474945534	125.0	0.096	12.0	1.0	0.00041830065359477127
Environmental	Aquatic	Marine	Oceanic	Oil-contaminated sediment	mangrove biome	mangrove swamp		ENVO_01000181	ENVO_00000057		6.0	Environmental_Aquatic_Marine_Oceanic_Oil-contaminated sediment	mangrove biome_mangrove swamp_	0.002178649237472767	27.0	0.2222222222222222	7.0	0.8571428571428571	0.00041498080713766987
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	sinkhole	microbial mat	ENVO_01000252	ENVO_00000195	ENVO_01000008	25.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_sinkhole_microbial mat	0.00907770515613653	567.0	0.04409171075837742	25.0	1.0	0.0004002515500942032
Environmental	Terrestrial	Soil	Unclassified	Boreal forest	forest biome	soil surface layer	forest soil	ENVO_01000174	ENVO_04000010	ENVO_00002261	12.0	Environmental_Terrestrial_Soil_Unclassified_Boreal forest	forest biome_soil surface layer_forest soil	0.004357298474945534	12.0	1.0	131.0	0.0916030534351145	0.0003991418450331787
Environmental	Terrestrial	Soil	Unclassified	Grasslands	terrestrial biome	prairie	bulk soil	ENVO_00000446	ENVO_00000260	ENVO_00005802	24.0	Environmental_Terrestrial_Soil_Unclassified_Grasslands	terrestrial biome_prairie_bulk soil	0.008714596949891068	532.0	0.045112781954887216	24.0	1.0	0.000393139712025161
Environmental	Terrestrial	Floodplain	Sediment	Unclassified							36.0	Environmental_Terrestrial_Floodplain_Sediment_Unclassified	__	0.013071895424836602	36.0	1.0	1201.0	0.02997502081598668	0.00039183033746387815
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	oligotrophic lake	lake water	ENVO_01000252	ENVO_01000774	ENVO_04000007	40.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_oligotrophic lake_lake water	0.014524328249818447	1493.0	0.02679169457468185	40.0	1.0	0.0003891313663715592
Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	ranch	agricultural soil	ENVO_00000446	ENVO_01001207	ENVO_00002259	7.0	Environmental_Terrestrial_Agricultural field_Unclassified_Unclassified	terrestrial biome_ranch_agricultural soil	0.002541757443718228	46.0	0.15217391304347827	7.0	1.0	0.0003867891762179912
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	136.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_agricultural field_agricultural soil	0.04938271604938271	2531.0	0.053733702094033976	940.0	0.14468085106382977	0.00038391297529753716
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	wetland area	permafrost	ENVO_00000446	ENVO_00000043	ENVO_00000134	10.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_wetland area_permafrost	0.0036310820624546117	96.0	0.10416666666666667	10.0	1.0	0.0003782377148390221
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	rock	ENVO_01000030	ENVO_01000122	ENVO_00001995	12.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_rock	0.004357298474945534	141.0	0.0851063829787234	12.0	1.0	0.00037083391276132203
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	farm	greenhouse soil	ENVO_00000446	ENVO_00000078	ENVO_00005780	17.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_farm_greenhouse soil	0.006172839506172839	286.0	0.05944055944055944	17.0	1.0	0.00036691703358370024
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Epilimnion	aquatic biome	lagoon	saline water	ENVO_00002030	ENVO_00000038	ENVO_00002010	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Epilimnion	aquatic biome_lagoon_saline water	0.0007262164124909223	2.0	1.0	4.0	0.5	0.00036310820624546115
Environmental	Aquatic	Freshwater	Groundwater	Spring	aquatic biome	spring	groundwater	ENVO_00002030	ENVO_00000027	ENVO_01001004	2.0	Environmental_Aquatic_Freshwater_Groundwater_Spring	aquatic biome_spring_groundwater	0.0007262164124909223	2.0	1.0	4.0	0.5	0.00036310820624546115
Environmental	Aquatic	Thermal springs	Tepid (25-34C)	Sediment	aquatic biome	volcano	sediment	ENVO_00002030	ENVO_00000247	ENVO_00002007	1.0	Environmental_Aquatic_Thermal springs_Tepid (25-34C)_Sediment	aquatic biome_volcano_sediment	0.00036310820624546115	1.0	1.0	1.0	1.0	0.00036310820624546115
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Thalassic	marine biome	lagoon	saline water	ENVO_00000447	ENVO_00000038	ENVO_00002010	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Thalassic	marine biome_lagoon_saline water	0.00036310820624546115	1.0	1.0	1.0	1.0	0.00036310820624546115
Environmental	Aquatic	Freshwater	Ice	Ice accretions	polar biome	glacial lake	ice	ENVO_01000339	ENVO_00000488	ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Ice accretions	polar biome_glacial lake_ice	0.00036310820624546115	1.0	1.0	1.0	1.0	0.00036310820624546115
Environmental	Aquatic	Marine	Mud volcano	Unclassified	marine benthic biome	mud volcano	marine sediment	ENVO_01000024	ENVO_00000402	ENVO_03000033	1.0	Environmental_Aquatic_Marine_Mud volcano_Unclassified	marine benthic biome_mud volcano_marine sediment	0.00036310820624546115	1.0	1.0	1.0	1.0	0.00036310820624546115
Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	terrestrial biome	mud volcano	sediment	ENVO_00000446	ENVO_00000402	ENVO_00002007	1.0	Environmental_Terrestrial_Volcanic_Unclassified_Unclassified	terrestrial biome_mud volcano_sediment	0.00036310820624546115	1.0	1.0	1.0	1.0	0.00036310820624546115
Environmental	Terrestrial	Soil	Unclassified	Grasslands	grassland biome	soil surface layer	grassland soil	ENVO_01000177	ENVO_04000010	ENVO_00005750	23.0	Environmental_Terrestrial_Soil_Unclassified_Grasslands	grassland biome_soil surface layer_grassland soil	0.008351488743645606	532.0	0.043233082706766915	23.0	1.0	0.0003610606035786634
Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	marine hydrothermal vent biome	ocean trench	microbial mat	ENVO_01000030	ENVO_00000275	ENVO_01000008	7.0	Environmental_Aquatic_Marine_Hydrothermal vents_Microbial mats	marine hydrothermal vent biome_ocean trench_microbial mat	0.002541757443718228	51.0	0.13725490196078433	7.0	1.0	0.00034886866874563917
Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	microbial mat	ENVO_00000873	ENVO_00000033	ENVO_01000008	11.0	Environmental_Aquatic_Freshwater_Pond_Sediment	freshwater biome_pond_microbial mat	0.0039941902687000725	126.0	0.0873015873015873	11.0	1.0	0.00034869915044206983
Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	terrestrial biome	valley	plant litter	ENVO_00000446	ENVO_00000100	ENVO_01000628	25.0	Environmental_Terrestrial_Plant litter_Unclassified_Unclassified	terrestrial biome_valley_plant litter	0.00907770515613653	655.0	0.03816793893129771	25.0	1.0	0.0003464772960357454
Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	aquatic biome	saline evaporation pond	hypersaline water	ENVO_00002030	ENVO_00000055	ENVO_00002012	6.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Salt crystallizer ponds_Unclassified	aquatic biome_saline evaporation pond_hypersaline water	0.002178649237472767	11.0	0.5454545454545454	21.0	0.2857142857142857	0.0003395297512944572
Environmental	Aquatic	Marine	Volcanic	Unclassified	marine hydrothermal vent biome	volcano	sea water	ENVO_01000030	ENVO_00000247	ENVO_00002149	5.0	Environmental_Aquatic_Marine_Volcanic_Unclassified	marine hydrothermal vent biome_volcano_sea water	0.0018155410312273058	27.0	0.18518518518518517	5.0	1.0	0.0003362113020791307
Environmental	Terrestrial	Soil	Unclassified	Oil-contaminated	terrestrial biome	field	contaminated soil	ENVO_00000446	ENVO_01000352	ENVO_00002116	7.0	Environmental_Terrestrial_Soil_Unclassified_Oil-contaminated	terrestrial biome_field_contaminated soil	0.002541757443718228	42.0	0.16666666666666666	9.0	0.7777777777777778	0.00032948707603754806
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	island	highly saline water	ENVO_00002030	ENVO_00000098	ENVO_01001039	11.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_island_highly saline water	0.0039941902687000725	134.0	0.08208955223880597	11.0	1.0	0.00032788129071418507
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	vineyard	soil	ENVO_00000446	ENVO_00000116	ENVO_00001998	16.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_vineyard_soil	0.005809731299927378	286.0	0.055944055944055944	16.0	1.0	0.0003250199328630701
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment							48.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Sediment	__	0.017429193899782137	103.0	0.46601941747572817	1201.0	0.03996669442131557	0.0003246231922030836
Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome		contaminated soil	ENVO_00000446		ENVO_00002116	7.0	Environmental_Terrestrial_Soil_Unclassified_Contaminated	terrestrial biome__contaminated soil	0.002541757443718228	43.0	0.16279069767441862	9.0	0.7777777777777778	0.00032182458589713995
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Sediment	aquatic biome	lagoon	sediment	ENVO_00002030	ENVO_00000038	ENVO_00002007	5.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Sediment	aquatic biome_lagoon_sediment	0.0018155410312273058	29.0	0.1724137931034483	5.0	1.0	0.00031302431572884586
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	43.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_polar_forest soil	0.01561365286855483	1549.0	0.02775984506132989	60.0	0.7166666666666667	0.0003106266855386043
Environmental	Terrestrial	Soil	Sand	Desert	desert biome	carcass	soil	ENVO_01000179	ENVO_00002033	ENVO_00001998	12.0	Environmental_Terrestrial_Soil_Sand_Desert	desert biome_carcass_soil	0.004357298474945534	174.0	0.06896551724137931	12.0	1.0	0.00030050334309969203
Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome	bioreactor	sediment	ENVO_00002030	ENVO_00002123	ENVO_00002007	3.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Alkaline_Sediment	aquatic biome_bioreactor_sediment	0.0010893246187363835	11.0	0.2727272727272727	3.0	1.0	0.00029708853238265005
