ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	count_prop	sum_gp	proportion_gp	sum_mixs	proportion_mixs	interest
Environmental	Terrestrial	Soil	Loam	Contaminated	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	1.0	Environmental_Terrestrial_Soil_Loam_Contaminated	mangrove biome_mangrove swamp_sediment	0.00036310820624546115	17.0	0.058823529411764705	12.0	0.08333333333333333	1.7799421874777507e-06
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	lagoon	saline water	ENVO_00002030	ENVO_00000038	ENVO_00002010	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_lagoon_saline water	0.0007262164124909223	409.0	0.004889975550122249	4.0	0.5	1.7755902505890521e-06
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	reservoir	fresh water	ENVO_00000873	ENVO_00000025	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_reservoir_fresh water	0.00036310820624546115	52.0	0.019230769230769232	4.0	0.25	1.7457125300262557e-06
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine salt marsh biome	saline marsh	sediment	ENVO_01000022	ENVO_00000054	ENVO_00002007	3.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine salt marsh biome_saline marsh_sediment	0.0010893246187363835	64.0	0.046875	88.0	0.03409090909090909	1.7407531194295901e-06
Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	2.0	Environmental_Terrestrial_Soil_Clay_Contaminated	terrestrial biome_land_soil	0.0007262164124909223	10.0	0.2	167.0	0.011976047904191617	1.7394405089602931e-06
Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	planktonic material	ENVO_00000447	ENVO_00001999	ENVO_01000063	5.0	Environmental_Aquatic_Marine_Pelagic_Unclassified	marine biome_marine water body_planktonic material	0.0018155410312273058	171.0	0.029239766081871343	153.0	0.032679738562091505	1.734836440036794e-06
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	oceanic zone	sea water	ENVO_00000447	ENVO_00000207	ENVO_00002149	3.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_oceanic zone_sea water	0.0010893246187363835	1902.0	0.0015772870662460567	3.0	1.0	1.7181776320763148e-06
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	deep marine sediment	ENVO_00000447	ENVO_01000105	ENVO_00002113	1.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_marine benthic feature_deep marine sediment	0.00036310820624546115	214.0	0.004672897196261682	1.0	1.0	1.696767318904024e-06
Environmental	Aquatic	Marine	Oceanic	Sediment	oceanic abyssopelagic zone biome	marine benthic feature	marine sediment	ENVO_01000038	ENVO_01000105	ENVO_03000033	1.0	Environmental_Aquatic_Marine_Oceanic_Sediment	oceanic abyssopelagic zone biome_marine benthic feature_marine sediment	0.00036310820624546115	214.0	0.004672897196261682	1.0	1.0	1.696767318904024e-06
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	cove	sea water	ENVO_00000447	ENVO_00000138	ENVO_00002149	4.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_cove_sea water	0.0014524328249818446	3435.0	0.0011644832605531296	4.0	1.0	1.6913337117692514e-06
Environmental	Aquatic	Marine	Unclassified	Unclassified	ocean biome	marine water body	oligotrophic water	ENVO_01000048	ENVO_00001999	ENVO_00002223	4.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	ocean biome_marine water body_oligotrophic water	0.0014524328249818446	3435.0	0.0011644832605531296	4.0	1.0	1.6913337117692514e-06
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	brine	ENVO_00000447	ENVO_02000049	ENVO_00003044	4.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_brine	0.0014524328249818446	877.0	0.004561003420752566	16.0	0.25	1.6561377707888764e-06
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	Cyanobacteria	ENVO_00000447	ENVO_02000049	NCBITaxon_1117	2.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_Cyanobacteria	0.0007262164124909223	877.0	0.002280501710376283	2.0	1.0	1.6561377707888764e-06
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body		ENVO_00000447	ENVO_02000049		2.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_	0.0007262164124909223	877.0	0.002280501710376283	2.0	1.0	1.6561377707888764e-06
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	forest floor	burned soil	ENVO_01000174	ENVO_01001582	ENVO_00005760	3.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_forest floor_burned soil	0.0010893246187363835	1549.0	0.001936733376371853	4.0	0.75	1.582298510107723e-06
Environmental	Aquatic	Marine	Inlet	Unclassified							18.0	Environmental_Aquatic_Marine_Inlet_Unclassified	__	0.006535947712418301	1122.0	0.016042780748663103	1201.0	0.01498751040799334	1.5715120486519178e-06
Environmental	Aquatic	Marine	Intertidal zone	Sediment	estuarine biome	estuary		ENVO_01000020	ENVO_00000045		3.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	estuarine biome_estuary_	0.0010893246187363835	64.0	0.046875	104.0	0.028846153846153848	1.4729449472096534e-06
Environmental	Terrestrial	Soil	Sand	Unclassified	desert biome	desert	desert sand	ENVO_01000179	ENVO_01001357	ENVO_00005800	1.0	Environmental_Terrestrial_Soil_Sand_Unclassified	desert biome_desert_desert sand	0.00036310820624546115	124.0	0.008064516129032258	2.0	0.5	1.4641459929252466e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	river	permafrost	ENVO_00000446	ENVO_00000022	ENVO_00000134	1.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_river_permafrost	0.00036310820624546115	249.0	0.004016064257028112	1.0	1.0	1.4582658885359885e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	active permafrost layer	permafrost	ENVO_01000339	ENVO_04000009	ENVO_00000134	1.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar biome_active permafrost layer_permafrost	0.00036310820624546115	249.0	0.004016064257028112	1.0	1.0	1.4582658885359885e-06
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome		sediment	ENVO_00002030		ENVO_00002007	1.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome__sediment	0.00036310820624546115	125.0	0.008	2.0	0.5	1.4524328249818447e-06
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	5.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_microbial mat	0.0018155410312273058	1493.0	0.003348961821835231	21.0	0.23809523809523808	1.4476613332275268e-06
Environmental	Terrestrial	Geologic	Unclassified	Unclassified	polar biome	polar	permafrost	ENVO_01000339	ENVO_01000238	ENVO_00000134	1.0	Environmental_Terrestrial_Geologic_Unclassified_Unclassified	polar biome_polar_permafrost	0.00036310820624546115	16.0	0.0625	16.0	0.0625	1.4183914306463326e-06
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	coal mine	underground water	ENVO_00002030	ENVO_00002169	ENVO_00005792	3.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_coal mine_underground water	0.0010893246187363835	192.0	0.015625	36.0	0.08333333333333333	1.4183914306463326e-06
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	sphagnum bog	peat soil	ENVO_00000446	ENVO_00002268	ENVO_00005774	1.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_sphagnum bog_peat soil	0.00036310820624546115	258.0	0.003875968992248062	1.0	1.0	1.4073961482382215e-06
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	saline wetland	soil	ENVO_00000446	ENVO_00000240	ENVO_00001998	1.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_saline wetland_soil	0.00036310820624546115	258.0	0.003875968992248062	1.0	1.0	1.4073961482382215e-06
Environmental	Aquatic	Thermal springs	Tepid (25-34C)	Unclassified	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		1.0	Environmental_Aquatic_Thermal springs_Tepid (25-34C)_Unclassified	aquatic biome_hot spring_	0.00036310820624546115	1.0	1.0	259.0	0.003861003861003861	1.4019621862759118e-06
Environmental	Aquatic	Non-marine Saline and Alkaline	Near-boiling (>90C)	Alkaline	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Near-boiling (>90C)_Alkaline	aquatic biome_hot spring_	0.00036310820624546115	1.0	1.0	259.0	0.003861003861003861	1.4019621862759118e-06
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Alkaline	aquatic biome_pond_sediment	0.00036310820624546115	12.0	0.08333333333333333	22.0	0.045454545454545456	1.3754098721418984e-06
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond		ENVO_00002030	ENVO_00000055		1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_saline evaporation pond_	0.00036310820624546115	134.0	0.007462686567164179	2.0	0.5	1.3548813665875415e-06
Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	1.0	Environmental_Aquatic_Thermal springs_Hot (42-90C)_Acidic	freshwater lake biome_freshwater lake_microbial mat	0.00036310820624546115	13.0	0.07692307692307693	21.0	0.047619047619047616	1.3300666895438137e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	land	bulk soil	ENVO_01000177	ENVO_01001785	ENVO_00005802	7.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	grassland biome_land_bulk soil	0.002541757443718228	2531.0	0.002765705254839984	38.0	0.18421052631578946	1.2949543007984483e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	ridge	surface soil	ENVO_00000446	ENVO_00000283	ENVO_02000059	3.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_ridge_surface soil	0.0010893246187363835	2531.0	0.001185302252074279	3.0	1.0	1.2911789238281908e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	savanna biome	savanna	savanna soil	ENVO_01000178	ENVO_00000261	ENVO_00005746	3.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	savanna biome_savanna_savanna soil	0.0010893246187363835	2531.0	0.001185302252074279	3.0	1.0	1.2911789238281908e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	animal cage	soil	ENVO_00000446	ENVO_01000922	ENVO_00001998	3.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_animal cage_soil	0.0010893246187363835	2531.0	0.001185302252074279	3.0	1.0	1.2911789238281908e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land		ENVO_00000446	ENVO_01001785		3.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_land_	0.0010893246187363835	2531.0	0.001185302252074279	3.0	1.0	1.2911789238281908e-06
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	coastal inlet	sea water	ENVO_00000447	ENVO_00000137	ENVO_00002149	25.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_coastal inlet_sea water	0.00907770515613653	3435.0	0.00727802037845706	1292.0	0.01934984520123839	1.2784002150926158e-06
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hypersaline lake	microbial mat	ENVO_00002030	ENVO_01001020	ENVO_01000008	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_hypersaline lake_microbial mat	0.0007262164124909223	134.0	0.014925373134328358	17.0	0.11764705882352941	1.2751824626706273e-06
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome			ENVO_00000446			1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome__	0.00036310820624546115	41.0	0.024390243902439025	7.0	0.14285714285714285	1.2651853876148473e-06
Environmental	Terrestrial	Soil	Loam	Contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	1.0	Environmental_Terrestrial_Soil_Loam_Contaminated	terrestrial biome_land_contaminated soil	0.00036310820624546115	17.0	0.058823529411764705	17.0	0.058823529411764705	1.2564297793960593e-06
Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	hydraulic fracturing	sediment	ENVO_00002030	ENVO_01001868	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	aquatic biome_hydraulic fracturing_sediment	0.00036310820624546115	291.0	0.003436426116838488	1.0	1.0	1.2477945231802788e-06
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	canal	sediment	ENVO_00000873	ENVO_00000014	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater biome_canal_sediment	0.00036310820624546115	291.0	0.003436426116838488	1.0	1.0	1.2477945231802788e-06
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine biome	saline marsh		ENVO_00000447	ENVO_00000054		1.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine biome_saline marsh_	0.00036310820624546115	305.0	0.003278688524590164	1.0	1.0	1.190518709001512e-06
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline evaporation pond	saline water	ENVO_01000022	ENVO_00000055	ENVO_00002010	1.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_saline evaporation pond_saline water	0.00036310820624546115	305.0	0.003278688524590164	1.0	1.0	1.190518709001512e-06
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline marsh	microbial mat	ENVO_01000022	ENVO_00000054	ENVO_01000008	1.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_saline marsh_microbial mat	0.00036310820624546115	305.0	0.003278688524590164	1.0	1.0	1.190518709001512e-06
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine oxygen minimum zone	sea water	ENVO_00000447	ENVO_01000065	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine oxygen minimum zone_sea water	0.0032679738562091504	1902.0	0.00473186119873817	119.0	0.07563025210084033	1.1695158672116092e-06
Environmental	Aquatic	Freshwater	Lotic	Unclassified	aquatic biome	aquifer	groundwater	ENVO_00002030	ENVO_00012408	ENVO_01001004	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	aquatic biome_aquifer_groundwater	0.00036310820624546115	52.0	0.019230769230769232	6.0	0.16666666666666666	1.1638083533508371e-06
Environmental	Aquatic	Marine	Oceanic	Sediment	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	2.0	Environmental_Aquatic_Marine_Oceanic_Sediment	mangrove biome_mangrove swamp_sediment	0.0007262164124909223	214.0	0.009345794392523364	12.0	0.16666666666666666	1.1311782126026826e-06
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	field	contaminated soil	ENVO_00000446	ENVO_01000352	ENVO_00002116	2.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_field_contaminated soil	0.0007262164124909223	286.0	0.006993006993006993	9.0	0.2222222222222222	1.1285414335523268e-06
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	salt glacier	ENVO_00000447	ENVO_00000316	ENVO_01000450	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_intertidal zone_salt glacier	0.00036310820624546115	322.0	0.003105590062111801	1.0	1.0	1.1276652367871464e-06
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	microbial mat	ENVO_00000447	ENVO_00000316	ENVO_01000008	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_intertidal zone_microbial mat	0.00036310820624546115	322.0	0.003105590062111801	1.0	1.0	1.1276652367871464e-06
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	artificial lake	sea water	ENVO_00000447	ENVO_00000377	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_artificial lake_sea water	0.00036310820624546115	322.0	0.003105590062111801	1.0	1.0	1.1276652367871464e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	polar biome	polar	permafrost	ENVO_01000339	ENVO_01000238	ENVO_00000134	5.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	polar biome_polar_permafrost	0.0018155410312273058	2531.0	0.0019755037534571317	16.0	0.3125	1.1208150380453045e-06
Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	freshwater lake	lake sediment	ENVO_01000252	ENVO_00000021	ENVO_00000546	5.0	Environmental_Aquatic_Freshwater_Lentic_Unclassified	freshwater lake biome_freshwater lake_lake sediment	0.0018155410312273058	81.0	0.06172839506172839	516.0	0.009689922480620155	1.0859538180850474e-06
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Microbial mats	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Microbial mats	aquatic biome_hot spring_microbial mat	0.0007262164124909223	9.0	0.2222222222222222	298.0	0.006711409395973154	1.0830968120669981e-06
Environmental	Aquatic	Freshwater	Ice	Glacier	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	2.0	Environmental_Aquatic_Freshwater_Ice_Glacier	aquatic biome_cryoconite hole_cryoconite deposit	0.0007262164124909223	75.0	0.02666666666666667	37.0	0.05405405405405406	1.0467984324193475e-06
Environmental	Terrestrial	Soil	Sand	Desert	desert biome	desert	desert sand	ENVO_01000179	ENVO_01001357	ENVO_00005800	1.0	Environmental_Terrestrial_Soil_Sand_Desert	desert biome_desert_desert sand	0.00036310820624546115	174.0	0.005747126436781609	2.0	0.5	1.0434143857628195e-06
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	intertidal zone	estuarine water	ENVO_00000447	ENVO_00000316	ENVO_01000301	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_intertidal zone_estuarine water	0.00036310820624546115	349.0	0.0028653295128939827	1.0	1.0	1.040424659729115e-06
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	algal bloom	sea water	ENVO_00000447	ENVO_2000004	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_algal bloom_sea water	0.00036310820624546115	349.0	0.0028653295128939827	1.0	1.0	1.040424659729115e-06
Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	estuary	organism	ENVO_01000020	ENVO_00000045	OBI_0100026	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	estuarine biome_estuary_organism	0.00036310820624546115	349.0	0.0028653295128939827	1.0	1.0	1.040424659729115e-06
Environmental	Terrestrial	Rock-dwelling (endoliths)	Unclassified	Unclassified	terrestrial biome	aquifer	rock	ENVO_00000446	ENVO_00012408	ENVO_00001995	1.0	Environmental_Terrestrial_Rock-dwelling (endoliths)_Unclassified_Unclassified	terrestrial biome_aquifer_rock	0.00036310820624546115	117.0	0.008547008547008548	3.0	0.3333333333333333	1.034496314089633e-06
Environmental	Aquatic	Marine	Oceanic	Plankton							3.0	Environmental_Aquatic_Marine_Oceanic_Plankton	__	0.0010893246187363835	8.0	0.375	1201.0	0.002497918401332223	1.0203915038121828e-06
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	aquifer	sediment	ENVO_00000873	ENVO_00012408	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_aquifer_sediment	0.00036310820624546115	52.0	0.019230769230769232	7.0	0.14285714285714285	9.975500171578603e-07
Environmental	Aquatic	Marine	Intertidal zone	Beach	marine biome	intertidal zone	sea water	ENVO_00000447	ENVO_00000316	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Beach	marine biome_intertidal zone_sea water	0.00036310820624546115	5.0	0.2	74.0	0.013513513513513514	9.813735303931384e-07
Environmental	Aquatic	Marine	Coastal	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	sediment	ENVO_01000030	ENVO_01000122	ENVO_00002007	5.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_sediment	0.0018155410312273058	877.0	0.005701254275940707	53.0	0.09433962264150944	9.76496327116083e-07
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome		biofilm	ENVO_00002030		ENVO_00002034	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome__biofilm	0.00036310820624546115	373.0	0.002680965147453083	1.0	1.0	9.734804456982874e-07
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	marine biome		sea water	ENVO_00000447		ENVO_00002149	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	marine biome__sea water	0.00036310820624546115	373.0	0.002680965147453083	1.0	1.0	9.734804456982874e-07
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome		Cyanobacteria	ENVO_00002030		NCBITaxon_1117	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome__Cyanobacteria	0.00036310820624546115	373.0	0.002680965147453083	1.0	1.0	9.734804456982874e-07
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	chemocline	lake water	ENVO_01000252	ENVO_00002270	ENVO_04000007	2.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_chemocline_lake water	0.0007262164124909223	1493.0	0.0013395847287340924	2.0	1.0	9.72828415928898e-07
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine tidal flow zone	sea water	ENVO_00000447	ENVO_01001341	ENVO_00002149	3.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine tidal flow zone_sea water	0.0010893246187363835	3435.0	0.0008733624454148472	3.0	1.0	9.51375212870204e-07
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	eutrophic water	ENVO_00000447	ENVO_00001999	ENVO_00002224	3.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine water body_eutrophic water	0.0010893246187363835	3435.0	0.0008733624454148472	3.0	1.0	9.51375212870204e-07
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	aquifer	oceanic crust	ENVO_00000447	ENVO_00012408	ENVO_01000749	3.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_aquifer_oceanic crust	0.0010893246187363835	3435.0	0.0008733624454148472	3.0	1.0	9.51375212870204e-07
Environmental	Aquatic	Marine	Unclassified	Unclassified	mediterranean sea biome	marine benthic feature	sea water	ENVO_01000047	ENVO_01000105	ENVO_00002149	3.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	mediterranean sea biome_marine benthic feature_sea water	0.0010893246187363835	3435.0	0.0008733624454148472	3.0	1.0	9.51375212870204e-07
Environmental	Terrestrial	Soil	Sand	Forest soil	forest biome	soil surface layer	forest soil	ENVO_01000174	ENVO_04000010	ENVO_00002261	1.0	Environmental_Terrestrial_Soil_Sand_Forest soil	forest biome_soil surface layer_forest soil	0.00036310820624546115	3.0	0.3333333333333333	131.0	0.007633587786259542	9.239394560953209e-07
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	hypersaline lake	saline water	ENVO_00002030	ENVO_01001020	ENVO_00002010	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_hypersaline lake_saline water	0.00036310820624546115	409.0	0.0024449877750611247	1.0	1.0	8.877951252945261e-07
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	island	saline water	ENVO_00002030	ENVO_00000098	ENVO_00002010	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_island_saline water	0.00036310820624546115	409.0	0.0024449877750611247	1.0	1.0	8.877951252945261e-07
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond	sediment	ENVO_00002030	ENVO_00000055	ENVO_00002007	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_saline evaporation pond_sediment	0.00036310820624546115	409.0	0.0024449877750611247	1.0	1.0	8.877951252945261e-07
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	brackish water body	biofilm	ENVO_00002030	ENVO_01001321	ENVO_00002034	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_brackish water body_biofilm	0.00036310820624546115	409.0	0.0024449877750611247	1.0	1.0	8.877951252945261e-07
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline lake	brackish water	ENVO_00002030	ENVO_00000019	ENVO_00002019	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_saline lake_brackish water	0.00036310820624546115	409.0	0.0024449877750611247	1.0	1.0	8.877951252945261e-07
Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	waterfall	fresh water	ENVO_00000873	ENVO_00000040	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Pond_Unclassified	freshwater biome_waterfall_fresh water	0.00036310820624546115	137.0	0.0072992700729927005	3.0	0.3333333333333333	8.834749543685185e-07
Environmental	Aquatic	Marine	Intertidal zone	Estuary							10.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	__	0.0036310820624546117	349.0	0.02865329512893983	1201.0	0.00832639467110741	8.662986342457246e-07
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney	hydrothermal fluid	ENVO_01000030	ENVO_01000129	ENVO_01000134	1.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent chimney_hydrothermal fluid	0.00036310820624546115	141.0	0.0070921985815602835	3.0	0.3333333333333333	8.584118350956528e-07
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	litter layer	plant litter	ENVO_01000174	ENVO_01000338	ENVO_01000628	6.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_litter layer_plant litter	0.002178649237472767	1549.0	0.003873466752743706	59.0	0.1016949152542373	8.581958020923245e-07
