	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	ENV_BROAD_SCALE_LABEL	ENV_LOCAL_SCALE_LABEL	ENV_MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT
1095	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	village	sediment	ENVO_00000446	ENVO_01000773	ENVO_00002007	1
1096	Environmental	Terrestrial	Geologic	Mine	Unclassified	terrestrial biome	gold mine	fracking liquid	ENVO_00000446	ENVO_00002168	ENVO_01001869	1
1097	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	desert biome	endolithic environment		ENVO_01000179	ENVO_01000303		1
1098	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	desert biome	endolithic environment	rock	ENVO_01000179	ENVO_01000303	ENVO_00001995	1
1099	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	polar biome	polar	permafrost	ENVO_01000339	ENVO_01000238	ENVO_00000134	1
1100	Environmental	Terrestrial	Geologic	Unclassified	Unclassified	terrestrial biome	saline evaporation pond		ENVO_00000446	ENVO_00000055		1
1101	Environmental	Terrestrial	Nest	Alligator nest	Unclassified	terrestrial biome		soil	ENVO_00000446		ENVO_00001998	1
1102	Environmental	Terrestrial	Rock-dwelling (endoliths)	Unclassified	Unclassified	terrestrial biome	aquifer	rock	ENVO_00000446	ENVO_00012408	ENVO_00001995	1
1103	Environmental	Terrestrial	Rock-dwelling (endoliths)	Unclassified	Unclassified	terrestrial biome	endolithic environment		ENVO_00000446	ENVO_01000303		1
1104	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	acid mine drainage	rock	ENVO_00000446	ENVO_00001997	ENVO_00001995	1
1105	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	geyser	microbial mat	ENVO_00000446	ENVO_00000050	ENVO_01000008	1
1106	Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	waterfall	rock	ENVO_00000446	ENVO_00000040	ENVO_00001995	1
1107	Environmental	Terrestrial	Soil	Bulk soil	Agricultural land	terrestrial biome	agricultural field	bulk soil	ENVO_00000446	ENVO_00000114	ENVO_00005802	1
1108	Environmental	Terrestrial	Soil	Clay	Contaminated	forest biome	land	contaminated soil	ENVO_01000174	ENVO_01001785	ENVO_00002116	1
1109	Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome		contaminated soil	ENVO_00000446		ENVO_00002116	1
1110	Environmental	Terrestrial	Soil	Clay	Contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	1
1111	Environmental	Terrestrial	Soil	Clay	Grasslands	grassland biome	fumarole	sediment	ENVO_01000177	ENVO_00000216	ENVO_00002007	1
1112	Environmental	Terrestrial	Soil	Clay	Unclassified	terrestrial biome	land	clay	ENVO_00000446	ENVO_01001785	ENVO_00002982	1
1113	Environmental	Terrestrial	Soil	Fossil	Unclassified	terrestrial biome	cave	fossil	ENVO_00000446	ENVO_00000067	ENVO_00002164	1
1114	Environmental	Terrestrial	Soil	Fossil	Unclassified	terrestrial biome	river	fossil	ENVO_00000446	ENVO_00000022	ENVO_00002164	1
1115	Environmental	Terrestrial	Soil	Loam	Contaminated	mangrove biome	mangrove swamp	sediment	ENVO_01000181	ENVO_00000057	ENVO_00002007	1
1116	Environmental	Terrestrial	Soil	Loam	Contaminated	terrestrial biome	land	contaminated soil	ENVO_00000446	ENVO_01001785	ENVO_00002116	1
1117	Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	lake	grassland soil	ENVO_01000177	ENVO_00000020	ENVO_00005750	1
1118	Environmental	Terrestrial	Soil	Loam	Unclassified	grassland biome	land	loam	ENVO_01000177	ENVO_01001785	ENVO_00002258	1
1119	Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	loam	ENVO_00000446	ENVO_01001785	ENVO_00002258	1
1120	Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	1
1121	Environmental	Terrestrial	Soil	Sand	Desert	desert biome	desert	desert sand	ENVO_01000179	ENVO_01001357	ENVO_00005800	1
1122	Environmental	Terrestrial	Soil	Sand	Desert	terrestrial biome	dry valley	permafrost	ENVO_00000446	ENVO_00000128	ENVO_00000134	1
1123	Environmental	Terrestrial	Soil	Sand	Forest soil	forest biome	soil surface layer	forest soil	ENVO_01000174	ENVO_04000010	ENVO_00002261	1
1124	Environmental	Terrestrial	Soil	Sand	Grasslands	grassland biome	land	grassland soil	ENVO_01000177	ENVO_01001785	ENVO_00005750	1
1125	Environmental	Terrestrial	Soil	Sand	Unclassified	desert biome	desert	desert sand	ENVO_01000179	ENVO_01001357	ENVO_00005800	1
1126	Environmental	Terrestrial	Soil	Sand	Unclassified	forest biome	sea coast	sand	ENVO_01000174	ENVO_00000303	ENVO_01000017	1
1127	Environmental	Terrestrial	Soil	Sand	Unclassified	mangrove biome	mangrove swamp	soil	ENVO_01000181	ENVO_00000057	ENVO_00001998	1
1128	Environmental	Terrestrial	Soil	Sand	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	1
1129	Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	glacial feature	sand	ENVO_00000446	ENVO_00000131	ENVO_01000017	1
1130	Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	land	sand	ENVO_00000446	ENVO_01001785	ENVO_01000017	1
1131	Environmental	Terrestrial	Soil	Silt	Unclassified	terrestrial biome	land	silt	ENVO_00000446	ENVO_01001785	ENVO_01000016	1
1132	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	garden	garden soil	ENVO_00000446	ENVO_00000011	ENVO_00002263	1
1133	Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	paddy field	paddy field soil	ENVO_00000446	ENVO_00000297	ENVO_00005740	1
1134	Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	1
1135	Environmental	Terrestrial	Soil	Unclassified	Contaminated	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	1
1136	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	mangrove swamp	forest soil	ENVO_01000174	ENVO_00000057	ENVO_00002261	1
1137	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	temperate forest	forest soil	ENVO_01000174	ENVO_01001805	ENVO_00002261	1
1138	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	freshwater river biome	river	sediment	ENVO_01000253	ENVO_00000022	ENVO_00002007	1
1139	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	mixed forest biome	area of mixed forest	forest soil	ENVO_01000198	ENVO_01000855	ENVO_00002261	1
1140	Environmental	Terrestrial	Soil	Unclassified	Forest Soil	terrestrial biome	plateau	soil	ENVO_00000446	ENVO_00000182	ENVO_00001998	1
1141	Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	active permafrost layer	permafrost	ENVO_01000339	ENVO_04000009	ENVO_00000134	1
1142	Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	river	permafrost	ENVO_00000446	ENVO_00000022	ENVO_00000134	1
1143	Environmental	Terrestrial	Soil	Unclassified	Shrubland	terrestrial biome	rhizosphere	soil	ENVO_00000446	ENVO_00005801	ENVO_00001998	1
1144	Environmental	Terrestrial	Soil	Unclassified	Unclassified	aquatic biome	river	sediment	ENVO_00002030	ENVO_00000022	ENVO_00002007	1
1145	Environmental	Terrestrial	Soil	Unclassified	Unclassified	desert biome	desert	surface soil	ENVO_01000179	ENVO_01001357	ENVO_02000059	1
1146	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	forest floor	burned soil	ENVO_01000174	ENVO_01001582	ENVO_00005760	1
1147	Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	temperate forest	forest soil	ENVO_01000174	ENVO_01001805	ENVO_00002261	1
1148	Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	wetland area	soil	ENVO_01000177	ENVO_00000043	ENVO_00001998	1
1149	Environmental	Terrestrial	Soil	Unclassified	Unclassified	polar biome	active permafrost layer	soil	ENVO_01000339	ENVO_04000009	ENVO_00001998	1
1150	Environmental	Terrestrial	Soil	Unclassified	Unclassified	temperate coniferous forest biome	land	forest soil	ENVO_01000211	ENVO_01001785	ENVO_00002261	1
1151	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome		contaminated soil	ENVO_00000446		ENVO_00002116	1
1152	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	archeological site	fossil	ENVO_00000446	ENVO_00000564	ENVO_00002164	1
1153	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	bayou	soil	ENVO_00000446	ENVO_00000234	ENVO_00001998	1
1154	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	glacial feature	sediment	ENVO_00000446	ENVO_00000131	ENVO_00002007	1
1155	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	glacial feature	soil	ENVO_00000446	ENVO_00000131	ENVO_00001998	1
1156	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	glacier	soil	ENVO_00000446	ENVO_00000133	ENVO_00001998	1
1157	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	lake	soil	ENVO_00000446	ENVO_00000020	ENVO_00001998	1
1158	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	land	clay	ENVO_00000446	ENVO_01001785	ENVO_00002982	1
1159	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	marsh	soil	ENVO_00000446	ENVO_00000035	ENVO_00001998	1
1160	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	mine	soil	ENVO_00000446	ENVO_00000076	ENVO_00001998	1
1161	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	nest of termite	soil	ENVO_00000446	ENVO_2000006	ENVO_00001998	1
1162	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	orchard	orchard soil	ENVO_00000446	ENVO_00000115	ENVO_00005772	1
1163	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	orchard	surface soil	ENVO_00000446	ENVO_00000115	ENVO_02000059	1
1164	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	paddy field	bulk soil	ENVO_00000446	ENVO_00000297	ENVO_00005802	1
1165	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	park	soil biocrust	ENVO_00000446	ENVO_00000562	ENVO_01000910	1
1166	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	pond	soil	ENVO_00000446	ENVO_00000033	ENVO_00001998	1
1167	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	spring	soil	ENVO_00000446	ENVO_00000027	ENVO_00001998	1
1168	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	terrestrial mountain	soil	ENVO_00000446	ENVO_01001453	ENVO_00001998	1
1169	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	track	soil	ENVO_00000446	ENVO_00000122	ENVO_00001998	1
1170	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	valley	soil	ENVO_00000446	ENVO_00000100	ENVO_00001998	1
1171	Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	well	soil	ENVO_00000446	ENVO_00000026	ENVO_00001998	1
1172	Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	palsa mire	soil	ENVO_00000446	ENVO_00000188	ENVO_00001998	1
1173	Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	saline wetland	soil	ENVO_00000446	ENVO_00000240	ENVO_00001998	1
1174	Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	sphagnum bog	peat soil	ENVO_00000446	ENVO_00002268	ENVO_00005774	1
1175	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	polar biome	cryoconite hole	ice	ENVO_01000339	ENVO_03000039	ENVO_01001125	1
1176	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	polar biome	glacier ice field	ice	ENVO_01000339	ENVO_01001532	ENVO_01001125	1
1177	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome			ENVO_00000446			1
1178	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	oil reservoir	oil field production water	ENVO_00000446	ENVO_00002185	ENVO_00002194	1
1179	Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	stalagmite	rock	ENVO_00000446	ENVO_00000330	ENVO_00001995	1
1180	Environmental	Terrestrial	Volcanic	Fumaroles	Unclassified	terrestrial biome	volcano	sediment	ENVO_00000446	ENVO_00000247	ENVO_00002007	1
1181	Environmental	Terrestrial	Volcanic	Unclassified	Unclassified	terrestrial biome	mud volcano	sediment	ENVO_00000446	ENVO_00000402	ENVO_00002007	1
1182	Environmental	Unclassified	Unclassified	Unclassified	Unclassified							1
1183	Environmental	Unclassified	Unclassified	Unclassified	Unclassified	terrestrial biome	fen	surface soil	ENVO_00000446	ENVO_00000232	ENVO_02000059	1
1184	Environmental	Unclassified	Unclassified	Unclassified	Unclassified	terrestrial biome	rhizosphere	rhizosphere	ENVO_00000446	ENVO_00005801	ENVO_00005801	1
